Job Title,Job link,Company,Salary,Experience,Min_Salary,Max_Salary,Experience(in yrs),Category
Senior Full Stack Developer,https://internshala.com/job/detail/senior-full-stack-developer-job-in-multiple-locations-at-sehatup1748507718,SehatUP,"₹ 3,00,000 /year",1 year(s),300000,300000,1,Software Development
Product Manager,https://internshala.com/job/detail/fresher-product-manager-job-in-delhi-at-digital-guruji1748342175,Digital Guruji,"₹ 3,00,000 /year",0 year(s),300000,300000,0,Project & Product Management
Associate Mobile App Developer,https://internshala.com/job/detail/fresher-associate-mobile-app-developer-job-in-indore-at-infinity-solution1748256981,Infinity Solution,"₹ 3,00,000 /year",0 year(s),300000,300000,0,Software Development
Full Stack Developer,https://internshala.com/job/detail/remote-full-stack-developer-job-at-targetgrid1748252595,Targetgrid,"₹ 3,00,000 /year",1 year(s),300000,300000,1,Software Development
Full Stack Developer,https://internshala.com/job/detail/fresher-remote-full-stack-developer-job-at-airawat-global1748862877,AI.Rawat,"₹ 2,85,000 - 3,20,000 /year",0 year(s),285000,320000,0,Software Development
SAP BASIS Trainee,https://internshala.com/job/detail/fresher-sap-basis-trainee-job-in-delhi-at-waddaya-solutions-private-limited1750655714,Waddaya Solutions Private Limited,"₹ 2,84,000 - 2,88,000 /year",0 year(s),284000,288000,0,Data & AI
Service Desk,https://internshala.com/job/detail/fresher-service-desk-job-in-navi-mumbai-at-axi-workforce-pvt-ltd1750499721,Axi Workforce Pvt Ltd,"₹ 2,82,000 - 3,53,000 /year",0 year(s),282000,353000,0,Other
ASP.NET Developer,https://internshala.com/job/detail/aspnet-developer-job-in-mumbai-at-quantasis-private-limited1748521189,Quantasis Private Limited,"₹ 2,80,000 - 3,10,000 /year",1 year(s),280000,310000,1,Software Development
Sales Engineer,https://internshala.com/job/detail/fresher-sales-engineer-job-in-bangalore-at-senso-vision-system1749627486,Senso Vision System,"₹ 2,80,000 - 3,00,000 /year",0 year(s),280000,300000,0,Software Development
Full Stack Developer,https://internshala.com/job/detail/full-stack-developer-job-in-multiple-locations-at-official-page1750071257,Official Page,"₹ 2,70,000 - 8,00,000 /year",1 year(s),270000,800000,1,Software Development
Full Stack Developer,https://internshala.com/job/detail/fresher-full-stack-developer-job-in-mumbai-at-arham-agro-exports1748330316,Arham Agro Exports,"₹ 2,65,000 - 3,25,000 /year",0 year(s),265000,325000,0,Software Development
Fullstack Developer (NestJS + Next.js + Node.js + MongoDB),https://internshala.com/job/detail/remote-fullstack-developer-nestjs-nextjs-nodejs-mongodb-job-at-seekhelpers1750509934,SeekHelpers,"₹ 2,60,000 - 4,00,000 /year",1 year(s),260000,400000,1,Software Development
Flutter Mobile Developer,https://internshala.com/job/detail/remote-flutter-mobile-developer-job-at-seekhelpers1750482763,SeekHelpers,"₹ 2,60,000 - 4,00,000 /year",1 year(s),260000,400000,1,Software Development
Junior Full Stack Developer,https://internshala.com/job/detail/junior-full-stack-developer-job-in-multiple-locations-at-shubhchintak1746793410,Shubhchintak,"₹ 2,60,000 - 4,00,000 /year",1 year(s),260000,400000,1,Software Development
Software Developer,https://internshala.com/job/detail/fresher-software-developer-job-in-multiple-locations-at-unsquare1748874536,Unsquare,"₹ 2,60,000 - 3,15,000 /year",0 year(s),260000,315000,0,Software Development
Senior PHP Developer,https://internshala.com/job/detail/senior-php-developer-job-in-hyderabad-at-indgiants-pvt-ltd1750311411,Indgiants Pvt Ltd,"₹ 2,58,000 - 3,04,000 /year",1 year(s),258000,304000,1,Software Development
Quality Engineer,https://internshala.com/job/detail/quality-engineer-job-in-noida-at-an-global-services1749098317,AN GLOBAL SERVICES,"₹ 2,52,000 - 5,14,000 /year",1 year(s),252000,514000,1,Software Development
MERN Stack Developer,https://internshala.com/job/detail/fresher-mern-stack-developer-job-in-chennai-at-zustpe-payments-private-limited1749654071,ZustPe Payments Private Limited,"₹ 2,52,000 - 3,00,000 /year",0 year(s),252000,300000,0,Software Development
L1 Support Engineer,https://internshala.com/job/detail/l1-support-engineer-job-in-kolkata-at-ivy-mobility-solutions1749535017,Ivy Mobility Solutions,"₹ 2,50,001 - 3,50,002 /year",1 year(s),250001,350002,1,Software Development
IOS Development,https://internshala.com/job/detail/ios-development-job-in-multiple-locations-at-dark-starss1746664219,Dark Starss,"₹ 2,50,000 - 7,00,000 /year",1 year(s),250000,700000,1,Software Development
Full Stack Developer,https://internshala.com/job/detail/remote-full-stack-developer-job-at-nasya-software-technologies-private-limited1749836830,Nasya Software Technologies Private Limited,"₹ 2,50,000 - 4,50,000 /year",1 year(s),250000,450000,1,Software Development
Senior WordPress Developer,https://internshala.com/job/detail/senior-wordpress-developer-job-in-indore-at-sg-gurukul-nism-digital-marketing-institute-and-agency1749197567,SG Gurukul - NISM & Digital Marketing Institute And Agency,"₹ 2,50,000 - 4,50,000 /year",1 year(s),250000,450000,1,Software Development
Full Stack Developer,https://internshala.com/job/detail/full-stack-developer-job-in-multiple-locations-at-silfra-technologies1750068369,Silfra Technologies,"₹ 2,50,000 - 4,00,000 /year",1 year(s),250000,400000,1,Software Development
Associate Python Developer,https://internshala.com/job/detail/associate-python-developer-job-in-multiple-locations-at-silfra-technologies1749205344,Silfra Technologies,"₹ 2,50,000 - 4,00,000 /year",1 year(s),250000,400000,1,Data & AI
Full Stack Developer,https://internshala.com/job/detail/full-stack-developer-job-in-bangalore-at-cxo-branding1748872515,CXO Branding,"₹ 2,50,000 - 4,00,000 /year",1 year(s),250000,400000,1,Software Development
AI & Robotics Trainer,https://internshala.com/job/detail/ai-robotics-trainer-job-in-multiple-locations-at-stempedia1749466542,STEMpedia,"₹ 2,50,000 - 3,84,000 /year",1 year(s),250000,384000,1,Data & AI
AI And Robotics Trainer,https://internshala.com/job/detail/ai-and-robotics-trainer-job-in-mysuru-at-stempedia1748429528,STEMpedia,"₹ 2,50,000 - 3,84,000 /year",1 year(s),250000,384000,1,Data & AI
Web Developer,https://internshala.com/job/detail/web-developer-job-in-hyderabad-at-pvp-staffing1749733243,PVP Staffing,"₹ 2,50,000 - 3,50,000 /year",1 year(s),250000,350000,1,Software Development
Digital Operations Executive,https://internshala.com/job/detail/fresher-digital-operations-executive-job-in-delhi-at-unibots1748582175,Unibots,"₹ 2,50,000 - 3,50,000 /year",0 year(s),250000,350000,0,IT Support & Infrastructure
Junior Software Developer,https://internshala.com/job/detail/fresher-junior-software-developer-job-in-chennai-at-sheenlac-paints-limited1749799003,Sheenlac Paints Limited,"₹ 2,50,000 - 3,46,000 /year",0 year(s),250000,346000,0,Software Development
Web Developer,https://internshala.com/job/detail/web-developer-job-in-bhubaneswar-at-web-era-technology-private-limited1748520086,Web Era Technology Private Limited,"₹ 2,50,000 - 3,40,000 /year",1 year(s),250000,340000,1,Software Development
ERPNext Developer,https://internshala.com/job/detail/remote-erpnext-developer-job-at-tekbee-technologies1749698931,Tekbee Technologies,"₹ 2,50,000 - 3,20,000 /year",1 year(s),250000,320000,1,Software Development
Documentation Lead - Technology,https://internshala.com/job/detail/fresher-documentation-lead-technology-job-in-delhi-at-saajha1749550962,Saajha,"₹ 2,50,000 - 3,20,000 /year",0 year(s),250000,320000,0,Other
Cloud Computing Executive,https://internshala.com/job/detail/cloud-computing-executive-job-in-dehradun-at-pearl-organisation1748343281,Pearl Organisation,"₹ 2,50,000 - 3,10,000 /year",1 year(s),250000,310000,1,DevOps & Cloud
.NET Developer,https://internshala.com/job/detail/net-developer-job-in-mumbai-at-spedhome1750493655,Sped@home,"₹ 2,50,000 - 3,00,000 /year",1 year(s),250000,300000,1,Software Development
Network & IT Infrastructure Executive,https://internshala.com/job/detail/fresher-part-time-network-it-infrastructure-executive-job-in-pune-at-walnut-research-and-development-centre1749106840,Walnut Research And Development Centre,"₹ 2,50,000 - 3,00,000 /year",0 year(s),250000,300000,0,IT Support & Infrastructure
Junior Software Tester,https://internshala.com/job/detail/junior-software-tester-job-in-bangalore-at-gloify1748856660,Gloify,"₹ 2,50,000 - 3,00,000 /year",1 year(s),250000,300000,1,Quality Assurance & Testing
Q&A Author (Statistics),https://internshala.com/job/detail/fresher-remote-part-time-q-a-author-statistics-job-at-spireedu-services1748522330,SpireEdu Services,"₹ 2,50,000 - 3,00,000 /year",0 year(s),250000,300000,0,Other
IT Hardware Assistant,https://internshala.com/job/detail/fresher-it-hardware-assistant-job-in-bangalore-at-farms2fork-technologies-private-limited1748326604,Farms2Fork Technologies Private Limited,"₹ 2,50,000 - 3,00,000 /year",0 year(s),250000,300000,0,IT Support & Infrastructure
Associate Mobile App Developer,https://internshala.com/job/detail/remote-associate-mobile-app-developer-job-at-easerent1748871491,EaseRent,"₹ 2,50,000 - 2,50,002 /year",1 year(s),250000,250002,1,Software Development
Associate Java Developer,https://internshala.com/job/detail/remote-associate-java-developer-job-at-meghnad-saha1750324765,Meghnad Saha,"₹ 2,40,000 - 7,20,000 /year",1 year(s),240000,720000,1,Software Development
WordPress Developer,https://internshala.com/job/detail/remote-wordpress-developer-job-at-foremost-leads1748880764,Foremost Leads,"₹ 2,40,000 - 6,00,000 /year",1 year(s),240000,600000,1,Software Development
Laravel Developer,https://internshala.com/job/detail/laravel-developer-job-in-ahmedabad-at-ncode-technologies-inc1750379576,NCode Technologies Inc.,"₹ 2,40,000 - 5,40,000 /year",2 year(s),240000,540000,2,Software Development
Laravel Developer,https://internshala.com/job/detail/laravel-developer-job-in-ahmedabad-at-ncode-technologies-inc1749103463,NCode Technologies Inc.,"₹ 2,40,000 - 5,40,000 /year",3 year(s),240000,540000,3,Software Development
Technical Support Specialist,https://internshala.com/job/detail/technical-support-specialist-job-in-mumbai-at-shiva-systems-technologies-private-limited1749552248,Shiva Systems & Technologies Private Limited,"₹ 2,40,000 - 5,00,000 /year",1 year(s),240000,500000,1,IT Support & Infrastructure
Junior Network Engineer,https://internshala.com/job/detail/junior-network-engineer-job-in-mumbai-at-weekday1749470511,Weekday,"₹ 2,40,000 - 4,80,000 /year",1 year(s),240000,480000,1,Software Development
Django Rest Framework Developer – Full-Time,https://internshala.com/job/detail/django-rest-framework-developer--full-time-job-in-delhi-at-voizerai1750135834,Voizer.ai,"₹ 2,40,000 - 4,80,000 /year",1 year(s),240000,480000,1,Software Development
System Administration,https://internshala.com/job/detail/system-administration-job-in-erode-at-repplen-projects-private-limited1745627420,Repplen Projects Private Limited,"₹ 2,40,000 - 4,80,000 /year",4 year(s),240000,480000,4,IT Support & Infrastructure
Full Stack Developer,https://internshala.com/job/detail/full-stack-developer-job-in-ahmedabad-at-i-sourcing-technologies-private-limited-tender2471749198368,I- Sourcing Technologies Private Limited (Tender247),"₹ 2,40,000 - 4,20,000 /year",1 year(s),240000,420000,1,Software Development
Full Stack Developer,https://internshala.com/job/detail/full-stack-developer-job-in-multiple-locations-at-jasya-consultancy-private-limited1749180442,Jasya Consultancy Private Limited,"₹ 2,40,000 - 4,20,000 /year",1 year(s),240000,420000,1,Software Development
React & Next.js Frontend Engineer – Build AI Interfaces,https://internshala.com/job/detail/react-nextjs-frontend-engineer--build-ai-interfaces-job-in-delhi-at-voizerai1750135777,Voizer.ai,"₹ 2,40,000 - 4,00,000 /year",1 year(s),240000,400000,1,Data & AI
3D Rigging And Animator,https://internshala.com/job/detail/3d-rigging-and-animator-job-in-gurgaon-at-adstacks-media1749707774,Adstacks Media,"₹ 2,40,000 - 4,00,000 /year",1 year(s),240000,400000,1,Other
Full Stack Developer,https://internshala.com/job/detail/remote-full-stack-developer-job-at-aclm-services1748341237,Aclm Services,"₹ 2,40,000 - 4,00,000 /year",1 year(s),240000,400000,1,Software Development
MERN Stack Developer,https://internshala.com/job/detail/mern-stack-developer-job-in-kolkata-at-joiningends-technologies-pvt-ltd1749640031,Joiningends Technologies Pvt Ltd,"₹ 2,40,000 - 3,60,000 /year",1 year(s),240000,360000,1,Software Development
Trainee Engineer - Quality,https://internshala.com/job/detail/fresher-trainee-engineer-quality-job-in-bangalore-at-e2e-rail1749123608,E2E Rail,"₹ 2,40,000 - 3,60,000 /year",0 year(s),240000,360000,0,Data & AI
Mern Stack & React Native Developer,https://internshala.com/job/detail/mern-stack-react-native-developer-job-in-nellore-at-duestel-technologies-private-limited1748344963,DUESTEL TECHNOLOGIES PRIVATE LIMITED,"₹ 2,40,000 - 3,60,000 /year",1 year(s),240000,360000,1,Software Development
Associate Software Developer,https://internshala.com/job/detail/associate-software-developer-job-in-delhi-at-triangle-syscom-pvt-ltd1748024323,Triangle Syscom Pvt Ltd,"₹ 2,40,000 - 3,60,000 /year",1 year(s),240000,360000,1,Software Development
Digital Marketing Executive,https://internshala.com/job/detail/digital-marketing-executive-job-in-bangalore-at-vinnovatelabz1746630751,VinnovateLabz,"₹ 2,40,000 - 3,60,000 /year",1 year(s),240000,360000,1,IT Support & Infrastructure
Jr. Database Developer,https://internshala.com/job/detail/jr-database-developer-job-in-ahmedabad-at-xomic-infotech-private-limited1746059437,Xomic Infotech Private Limited,"₹ 2,40,000 - 3,60,000 /year",1 year(s),240000,360000,1,Data & AI
Firmware Developer - GET,https://internshala.com/job/detail/fresher-firmware-developer-get-job-in-delhi-at-iotfy-solutions-private-limited1749289868,IoTfy Solutions Private Limited,"₹ 2,40,000 - 3,50,000 /year",0 year(s),240000,350000,0,Software Development
Sales Quality & CRM Compliance Executive,https://internshala.com/job/detail/sales-quality-crm-compliance-executive-job-in-pune-at-yes-germany1748340194,YES Germany,"₹ 2,40,000 - 3,40,000 /year",1 year(s),240000,340000,1,Quality Assurance & Testing
Full Stack Java Developer,https://internshala.com/job/detail/full-stack-java-developer-job-in-multiple-locations-at-fiscallogix-technology-pvt-ltd1748840997,FiscalLogix Technology Pvt Ltd,"₹ 2,40,000 - 3,00,000 /year",1 year(s),240000,300000,1,Software Development
Junior Software Tester,https://internshala.com/job/detail/junior-software-tester-job-in-noida-at-nexos-soft-technologies1749803048,NEXOS SOFT TECHNOLOGIES,"₹ 2,40,000 - 3,00,000 /year",1 year(s),240000,300000,1,Quality Assurance & Testing
NextJS Developer,https://internshala.com/job/detail/remote-nextjs-developer-job-at-karan-rajput1749702004,Karan Rajput,"₹ 2,40,000 - 3,00,000 /year",1 year(s),240000,300000,1,Software Development
Customer Success (Tech Support - SaaS Software),https://internshala.com/job/detail/fresher-remote-customer-success-tech-support-saas-software-job-at-peakscale-technologies-private-limited1748846772,PeakScale Technologies Private Limited,"₹ 2,40,000 - 3,00,000 /year",0 year(s),240000,300000,0,IT Support & Infrastructure
Generative AI Application Executive,https://internshala.com/job/detail/fresher-remote-generative-ai-application-executive-job-at-san-mahajan-consultancy-private-limited1748520728,San Mahajan Consultancy Private Limited,"₹ 2,40,000 - 3,00,000 /year",0 year(s),240000,300000,0,Data & AI
IT MIS Support Executive,https://internshala.com/job/detail/fresher-remote-it-mis-support-executive-job-at-san-mahajan-consultancy-private-limited1748498678,San Mahajan Consultancy Private Limited,"₹ 2,40,000 - 3,00,000 /year",0 year(s),240000,300000,0,IT Support & Infrastructure
Production Supervsior,https://internshala.com/job/detail/production-supervsior-job-in-multiple-locations-at-prime-agro-food-products1748250647,PRIME AGRO FOOD PRODUCTS,"₹ 2,40,000 - 3,00,000 /year",1 year(s),240000,300000,1,Other
Junior Software Developer,https://internshala.com/job/detail/fresher-junior-software-developer-job-in-navi-mumbai-at-advin-softwares-private-limited1748075772,Advin Softwares Private Limited,"₹ 2,40,000 - 3,00,000 /year",0 year(s),240000,300000,0,Software Development
Human Resources Executive,https://internshala.com/job/detail/human-resources-executive-job-in-rajkot-at-hringza-solutions1749103512,HRingZa Solutions,"₹ 2,40,000 - 3,00,000 /year",1 year(s),240000,300000,1,Other
Business Analyst Trainee,https://internshala.com/job/detail/fresher-business-analyst-trainee-job-in-multiple-locations-at-techvaria1747269142,Techvaria,"₹ 2,40,000 - 3,00,000 /year",0 year(s),240000,300000,0,Data & AI
Production Supervisor,https://internshala.com/job/detail/fresher-production-supervisor-job-in-chennai-at-pro-esd-private-limited1748590007,Pro ESD Private Limited,"₹ 2,40,000 - 2,80,000 /year",0 year(s),240000,280000,0,Other
Junior Software Developer,https://internshala.com/job/detail/remote-junior-software-developer-job-at-omnihabitscom1750654348,OmniHabits.com,"₹ 2,40,000 - 2,60,000 /year",1 year(s),240000,260000,1,Software Development
Compliance Executive,https://internshala.com/job/detail/compliance-executive-job-in-delhi-at-avm-healthcare-products-private-limited1749034381,AVM Healthcare Products Private Limited,"₹ 2,40,000 - 2,60,000 /year",1 year(s),240000,260000,1,Other
Java Developer,https://internshala.com/job/detail/fresher-remote-java-developer-job-at-pickmytrade1750148183,Pickmytrade,"₹ 2,40,000 - 2,50,000 /year",0 year(s),240000,250000,0,Software Development
Associate Software Developer,https://internshala.com/job/detail/fresher-associate-software-developer-job-in-bangalore-at-invincitech-software-private-limited1749647221,Invincitech Software Private Limited,"₹ 2,40,000 - 2,40,001 /year",0 year(s),240000,240001,0,Software Development
Full Stack Developer,https://internshala.com/job/detail/fresher-full-stack-developer-job-in-rajkot-at-anansi-tech-private-limited1750662401,Anansi Tech Private Limited,"₹ 2,40,000 /year",0 year(s),240000,240000,0,Software Development
Web Developer,https://internshala.com/job/detail/web-developer-job-in-delhi-at-small-box-office1750164344,Small Box Office,"₹ 2,40,000 /year",1 year(s),240000,240000,1,Software Development
Junior Software Developer,https://internshala.com/job/detail/junior-software-developer-job-in-surat-at-makworth-finserv1750654520,Makworth Finserv,"₹ 2,30,000 - 6,00,000 /year",1 year(s),230000,600000,1,Software Development
Associate Software Developer,https://internshala.com/job/detail/fresher-associate-software-developer-job-in-nagpur-at-siddiquis-elite-india-inspection-and-survey-private-limited1750154359,SIDDIQUIS ELITE INDIA INSPECTION AND SURVEY PRIVATE LIMITED,"₹ 2,30,000 - 3,00,000 /year",0 year(s),230000,300000,0,Software Development
Quality Analyst,https://internshala.com/job/detail/part-time-quality-analyst-job-in-delhi-at-avm-healthcare-products-private-limited1749034604,AVM Healthcare Products Private Limited,"₹ 2,30,000 - 2,50,000 /year",1 year(s),230000,250000,1,Data & AI
Software Developer,https://internshala.com/job/detail/software-developer-job-in-chennai-at-el-revgen-healthcare-solutions-private-limited1748422632,El RevGen Healthcare Solutions Private Limited,"₹ 2,25,000 - 2,75,000 /year",1 year(s),225000,275000,1,Software Development
IT Support,https://internshala.com/job/detail/it-support-job-in-chennai-at-el-revgen-healthcare-solutions-private-limited1748422574,El RevGen Healthcare Solutions Private Limited,"₹ 2,25,000 - 2,75,000 /year",1 year(s),225000,275000,1,IT Support & Infrastructure
Web Developer,https://internshala.com/job/detail/web-developer-job-in-noida-at-login4ites-network1748524036,Login4ites Network,"₹ 2,20,000 - 5,00,000 /year",1 year(s),220000,500000,1,Software Development
Desktop Support L1,https://internshala.com/job/detail/desktop-support-l1-job-in-mumbai-at-visionyle-solutions-private-limited1750336791,Visionyle Solutions Private Limited,"₹ 2,20,000 - 3,00,000 /year",1 year(s),220000,300000,1,IT Support & Infrastructure
Product & Sales Growth Manager – E-commerce & Social Media,https://internshala.com/job/detail/product-sales-growth-manager--e-commerce-social-media-job-in-salem-at-ampro-techvalley1749115401,Ampro TechValley,"₹ 2,20,000 - 2,80,000 /year",1 year(s),220000,280000,1,Cybersecurity
Technical Customer Support,https://internshala.com/job/detail/technical-customer-support-job-in-bangalore-at-newjaisa-technology-private-limited1750656743,Newjaisa Technology Private Limited,"₹ 2,20,000 - 2,60,000 /year",1 year(s),220000,260000,1,IT Support & Infrastructure
WordPress Developer,https://internshala.com/job/detail/part-time-wordpress-developer-job-in-nashik-at-jagzap-engineering1749030132,Jagzap Engineering,"₹ 2,20,000 - 2,50,000 /year",1 year(s),220000,250000,1,Software Development
Quality Executive,https://internshala.com/job/detail/fresher-quality-executive-job-in-delhi-at-avm-healthcare-products-private-limited1749029745,AVM Healthcare Products Private Limited,"₹ 2,20,000 - 2,40,000 /year",0 year(s),220000,240000,0,Quality Assurance & Testing
Big Data Executive,https://internshala.com/job/detail/fresher-big-data-executive-job-in-pune-at-jcdc1748580526,JCDC,"₹ 2,20,000 /year",0 year(s),220000,220000,0,Data & AI
Laptop Service Engineer,https://internshala.com/job/detail/laptop-service-engineer-job-in-hyderabad-at-cyber-desk-experts1749117089,Cyber Desk Experts,"₹ 2,18,000 - 3,80,000 /year",1 year(s),218000,380000,1,Software Development
Senior PHP Developer,https://internshala.com/job/detail/senior-php-developer-job-in-lucknow-at-skillstride-ventures-opc-private-limited1750071206,Skillstride Ventures (OPC) Private Limited,"₹ 2,16,000 - 5,40,000 /year",1 year(s),216000,540000,1,Software Development
Software Developer,https://internshala.com/job/detail/software-developer-job-in-jaipur-at-nexus-jobs1747182719,Nexus Jobs,"₹ 2,16,000 - 3,60,000 /year",1 year(s),216000,360000,1,Software Development
Computer Operator,https://internshala.com/job/detail/fresher-computer-operator-job-in-multiple-locations-at-cherag-trader-private-limited1750325117,Cherag Trader Private Limited,"₹ 2,16,000 - 3,40,000 /year",0 year(s),216000,340000,0,Other
Quality Assurance Assistant,https://internshala.com/job/detail/fresher-quality-assurance-assistant-job-in-delhi-at-ayras-logistics-private-limited1748520349,Ayras Logistics Private Limited,"₹ 2,16,000 - 3,00,000 /year",0 year(s),216000,300000,0,Quality Assurance & Testing
Junior Website Developer (WordPress + Shopify),https://internshala.com/job/detail/remote-junior-website-developer-wordpress-shopify-job-at-toposel1748329499,Toposel,"₹ 2,16,000 - 3,00,000 /year",1 year(s),216000,300000,1,Software Development
Search Engine Optimization Specialist,https://internshala.com/job/detail/search-engine-optimization-specialist-job-in-coimbatore-at-sri-landstar-property-developers-pvt-ltd1750379722,Sri Landstar Property Developers PVT LTD,"₹ 2,16,000 - 3,00,000 /year",2 year(s),216000,300000,2,Other
Software Engineer,https://internshala.com/job/detail/fresher-software-engineer-job-in-ahmedabad-at-engineering-services-international1748509254,Engineering Services International,"₹ 2,16,000 - 2,76,000 /year",0 year(s),216000,276000,0,Software Development
Flutter Developer,https://internshala.com/job/detail/remote-flutter-developer-job-at-armii1748862407,ARMII,"₹ 2,16,000 /year",1 year(s),216000,216000,1,Software Development
Information Technology Engineer,https://internshala.com/job/detail/information-technology-engineer-job-in-multiple-locations-at-cube-software-private-limited1748862499,Cube Software Private Limited,"₹ 2,12,000 - 4,40,000 /year",1 year(s),212000,440000,1,Software Development
Technical Trainer,https://internshala.com/job/detail/fresher-technical-trainer-job-in-bangalore-at-cadd-centre1749208652,CADD Centre,"₹ 2,10,000 - 3,30,000 /year",0 year(s),210000,330000,0,Data & AI
Java Developer,https://internshala.com/job/detail/java-developer-job-in-multiple-locations-at-multivirt-india-private-limited1747916074,Multivirt India Private Limited,"₹ 2,10,000 - 3,20,000 /year",1 year(s),210000,320000,1,Software Development
Warehouse Executive,https://internshala.com/job/detail/warehouse-executive-job-in-pune-at-areete-business-solutions1749125925,Areete Business Solutions,"₹ 2,04,000 - 13,00,000 /year",1 year(s),204000,1300000,1,Other
STEM Innovation Engineer/Mentor,https://internshala.com/job/detail/fresher-stem-innovation-engineer-mentor-job-in-multiple-locations-at-stemmantra-technologies-private-limited1749469583,Stemmantra Technologies Private Limited,"₹ 2,03,500 - 3,30,000 /year",0 year(s),203500,330000,0,Software Development
CCNA Faculty Trainer,https://internshala.com/job/detail/ccna-faculty-trainer-job-in-chennai-at-hinisys-software1748838645,Hinisys Software,"₹ 2,02,000 - 2,18,000 /year",1 year(s),202000,218000,1,Data & AI
Customer Service Executive,https://internshala.com/job/detail/customer-service-executive-job-in-mumbai-at-probox-solutions-india-private-limited1748345671,Probox Solutions India Private Limited,"₹ 2,01,500 /year",1 year(s),201500,201500,1,Other
Junior Software Developer,https://internshala.com/job/detail/fresher-junior-software-developer-job-in-hyderabad-at-hemanth-m1750312437,MHK Tech Inc,"₹ 2,01,000 /year",0 year(s),201000,201000,0,Software Development
Web Developer,https://internshala.com/job/detail/web-developer-job-in-kolkata-at-art-alinda1748498612,ART ALINDA,"₹ 2,00,001 - 3,00,002 /year",1 year(s),200001,300002,1,Software Development
Network Engineer,https://internshala.com/job/detail/network-engineer-job-in-ahmedabad-at-optimal-telemedia-pvt-ltd1749709025,Optimal Telemedia Pvt Ltd,"₹ 2,00,001 - 2,40,002 /year",1 year(s),200001,240002,1,Software Development
Tech Trainer,https://internshala.com/job/detail/fresher-tech-trainer-job-in-gujarat-at-enpower1750662493,ENpower,"₹ 2,00,001 - 2,25,010 /year",0 year(s),200001,225010,0,Data & AI
Shopify Web Development,https://internshala.com/job/detail/shopify-web-development-job-in-lucknow-at-digital-heroes1748520034,Digital Heroes,"₹ 2,00,000 - 11,00,000 /year",1 year(s),200000,1100000,1,Software Development
WordPress Developer,https://internshala.com/job/detail/wordpress-developer-job-in-lucknow-at-digital-heroes1748519690,Digital Heroes,"₹ 2,00,000 - 11,00,000 /year",1 year(s),200000,1100000,1,Software Development
Artificial Intelligence (AI) Associate,https://internshala.com/job/detail/remote-artificial-intelligence-ai-associate-job-at-netwit1748583565,NetWit,"₹ 2,00,000 - 8,00,000 /year",1 year(s),200000,800000,1,Data & AI
PHP Developer,https://internshala.com/job/detail/php-developer-job-in-gurgaon-at-noormertech1749135865,Noormertech,"₹ 2,00,000 - 7,00,000 /year",1 year(s),200000,700000,1,Software Development
Business Development Specialist,https://internshala.com/job/detail/business-development-specialist-job-in-multiple-locations-at-radical-technologies1750163969,RADICAL TECHNOLOGIES,"₹ 2,00,000 - 6,00,000 /year",1 year(s),200000,600000,1,Other
Senior Java Developer,https://internshala.com/job/detail/senior-java-developer-job-in-mohali-at-relinns-technologies1750239791,Relinns Technologies,"₹ 2,00,000 - 6,00,000 /year",1 year(s),200000,600000,1,Software Development
Backend Developer,https://internshala.com/job/detail/backend-developer-job-in-multiple-locations-at-sedulous-softtech1749817993,Sedulous Softtech,"₹ 2,00,000 - 6,00,000 /year",1 year(s),200000,600000,1,Software Development
Product Manager,https://internshala.com/job/detail/fresher-remote-product-manager-job-at-weekday1748427850,Weekday,"₹ 2,00,000 - 6,00,000 /year",0 year(s),200000,600000,0,Project & Product Management
Senior PHP Developer,https://internshala.com/job/detail/senior-php-developer-job-in-raipur-at-wes-consultancy-services-private-limited1748931697,WES Consultancy & Services Private Limited,"₹ 2,00,000 - 5,00,000 /year",1 year(s),200000,500000,1,Software Development
Golang Developer,https://internshala.com/job/detail/golang-developer-job-in-multiple-locations-at-appversal1748671552,AppVersal,"₹ 2,00,000 - 5,00,000 /year",1 year(s),200000,500000,1,Software Development
Information Technology Engineer,https://internshala.com/job/detail/fresher-information-technology-engineer-job-in-noida-at-urvashi-chanwal1748602933,Global Hiring Services,"₹ 2,00,000 - 5,00,000 /year",0 year(s),200000,500000,0,Software Development
Flutterflow Developer Job,https://internshala.com/job/detail/remote-flutterflow-developer-job-job-at-businexperts1748408564,Businexperts,"₹ 2,00,000 - 5,00,000 /year",1 year(s),200000,500000,1,Software Development
JavaScript Developer,https://internshala.com/job/detail/fresher-remote-javascript-developer-job-at-cloud-express-solutions-private-limited1747370260,Cloud Express Solutions Private Limited,"₹ 2,00,000 - 4,80,000 /year",0 year(s),200000,480000,0,Software Development
Junior Full Stack Developer,https://internshala.com/job/detail/fresher-junior-full-stack-developer-job-in-bangalore-at-bxp-support-and-solutions-private-limited1750653140,BXP Support And Solutions Private Limited,"₹ 2,00,000 - 4,50,000 /year",0 year(s),200000,450000,0,Software Development
Kotlin App Development,https://internshala.com/job/detail/kotlin-app-development-job-in-multiple-locations-at-appversal1750142523,AppVersal,"₹ 2,00,000 - 4,50,000 /year",1 year(s),200000,450000,1,Software Development
Linnux Admin,https://internshala.com/job/detail/linnux-admin-job-in-noida-at-serverguy1750410344,ServerGuy,"₹ 2,00,000 - 4,00,000 /year",1 year(s),200000,400000,1,UI/UX & Design
